Id,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LotConfig,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1334,50,RM,60.0,7200,Reg,Corner,IDOTRR,1Fam,1.5Fin,5,6,1938,1995,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,No,Unf,0,803,803,Ex,803,557,1360,0,1,1,2,Gd,6,0,Detchd,1951.0,Unf,1,297,0,65,7,2006,WD,Normal,125500
1335,160,RM,24.0,2368,Reg,Inside,BrDale,TwnhsE,2Story,5,6,1970,1970,Gable,HdBoard,HdBoard,None,312.0,TA,TA,CBlock,TA,No,LwQ,765,0,765,TA,765,600,1365,0,1,1,3,TA,7,0,Attchd,1970.0,Unf,2,440,0,36,5,2009,WD,Normal,125000
1336,20,RL,80.0,9650,Reg,Inside,NWAmes,1Fam,1Story,6,5,1977,1977,Gable,Plywood,Plywood,BrkFace,360.0,TA,TA,CBlock,Gd,No,ALQ,686,664,1350,TA,1334,0,1334,0,2,0,2,TA,6,1,Attchd,1977.0,RFn,2,630,0,16,4,2009,WD,Normal,167900
1337,90,RL,87.0,9246,IR1,Inside,NWAmes,Duplex,1Story,5,5,1973,1973,Gable,Plywood,Plywood,BrkFace,564.0,TA,TA,CBlock,TA,No,Unf,0,1656,1656,TA,1656,0,1656,0,2,0,4,TA,8,0,Detchd,1973.0,Unf,2,506,0,211,11,2008,WD,Normal,135000
1339,60,RL,95.0,13450,IR1,Corner,CollgCr,1Fam,2Story,7,5,2002,2002,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,No,GLQ,700,216,916,Ex,920,941,1861,1,2,1,3,Gd,8,0,BuiltIn,2002.0,RFn,2,492,146,91,6,2006,WD,Normal,200000
1340,20,RL,120.0,9560,IR1,Corner,CollgCr,1Fam,1Story,5,7,1972,1972,Hip,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,Mn,Rec,360,504,864,Ex,864,0,864,0,1,0,3,TA,5,0,Attchd,1972.0,RFn,1,288,0,0,6,2006,WD,Normal,128500
1341,20,RL,70.0,8294,Reg,Inside,NAmes,1Fam,1Story,4,5,1971,1971,Gable,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,No,Unf,0,858,858,TA,872,0,872,0,1,0,3,TA,5,0,Detchd,1974.0,Unf,4,480,0,0,6,2007,WD,Normal,123000
1342,20,RL,66.0,13695,Reg,Inside,SawyerW,1Fam,1Story,6,5,2003,2004,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,No,GLQ,814,300,1114,Ex,1114,0,1114,1,1,0,3,Gd,6,0,Detchd,2004.0,Unf,2,576,0,78,7,2008,WD,Normal,155000
1344,50,RL,57.0,7558,Reg,Inside,Crawfor,1Fam,1.5Fin,6,6,1928,1950,Gable,BrkFace,Stone,None,0.0,TA,TA,BrkTil,TA,No,Unf,0,896,896,Gd,1172,741,1913,0,1,1,3,TA,9,1,Detchd,1929.0,Unf,2,342,0,0,3,2009,WD,Normal,177000
1345,60,RL,85.0,11103,IR1,Corner,CollgCr,1Fam,2Story,7,5,2006,2006,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,No,Unf,0,728,728,Ex,728,728,1456,0,2,1,3,Gd,8,1,Attchd,2006.0,Fin,2,440,0,0,7,2007,New,Partial,155835
1346,30,RM,50.0,6000,Reg,Inside,OldTown,1Fam,1Story,4,4,1920,1950,Hip,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,No,ALQ,250,710,960,Gd,960,0,960,0,1,0,2,Fa,5,0,Detchd,1997.0,Unf,1,308,0,0,7,2007,WD,Normal,108500
1348,20,RL,93.0,15306,IR1,Corner,Timber,1Fam,1Story,8,5,2006,2007,Gable,VinylSd,VinylSd,Stone,100.0,Gd,TA,PConc,Ex,Gd,GLQ,80,1652,1732,Ex,1776,0,1776,1,2,0,3,Gd,7,1,Attchd,2006.0,Fin,3,712,0,0,5,2007,New,Partial,283463
1351,90,RL,91.0,11643,Reg,Inside,NAmes,Duplex,2Story,5,5,1969,1969,Gable,MetalSd,MetalSd,BrkFace,368.0,TA,TA,CBlock,TA,No,LwQ,500,748,1248,TA,1338,1296,2634,1,2,2,6,TA,12,0,Detchd,1969.0,Unf,4,968,0,0,8,2009,WD,Normal,200000
1352,60,RL,70.0,9247,IR1,Inside,NAmes,1Fam,2Story,6,6,1962,1962,Gable,HdBoard,HdBoard,BrkFace,318.0,TA,TA,CBlock,TA,No,Rec,319,539,858,Ex,858,858,1716,0,1,1,4,TA,8,1,Attchd,1962.0,Fin,2,490,0,84,3,2008,WD,Normal,171000
1353,50,RM,50.0,6000,Reg,Inside,BrkSide,1Fam,1.5Fin,6,9,1937,2000,Gable,MetalSd,MetalSd,None,0.0,Gd,TA,BrkTil,TA,No,Unf,0,698,698,TA,786,390,1176,0,1,0,2,TA,4,0,Detchd,1999.0,Unf,2,624,210,0,7,2009,WD,Normal,134900
1354,50,RL,56.0,14720,IR1,CulDSac,NoRidge,1Fam,1.5Fin,8,5,1995,1996,Hip,VinylSd,VinylSd,BrkFace,579.0,Gd,TA,PConc,Gd,Av,GLQ,816,1217,2033,Ex,2053,1185,3238,1,2,1,4,Gd,9,1,Attchd,1996.0,Fin,3,666,283,86,3,2010,WD,Normal,410000
1356,80,RL,102.0,10192,IR1,Inside,NWAmes,1Fam,SLvl,7,6,1968,1992,Gable,MetalSd,MetalSd,BrkFace,143.0,TA,TA,CBlock,TA,No,Unf,0,570,570,Gd,1222,698,1920,0,3,0,4,Gd,8,1,Attchd,1968.0,RFn,2,487,0,98,9,2006,WD,Normal,170000
1360,20,RL,129.0,16737,Reg,FR3,NridgHt,1Fam,1Story,9,5,2004,2005,Hip,VinylSd,VinylSd,BrkFace,66.0,Gd,TA,PConc,Ex,Av,GLQ,1447,533,1980,Ex,1980,0,1980,1,2,0,3,Ex,8,1,Attchd,2004.0,Fin,3,770,194,45,9,2006,WD,Normal,315000
1361,70,RL,51.0,9842,Reg,Inside,SWISU,1Fam,2Story,5,6,1921,1998,Gable,MetalSd,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,No,Unf,0,612,612,Ex,990,1611,2601,0,3,1,4,TA,8,0,BuiltIn,1998.0,RFn,2,621,183,0,5,2008,WD,Normal,189000
1362,20,RL,124.0,16158,IR1,Inside,StoneBr,1Fam,1Story,7,5,2005,2005,Hip,VinylSd,VinylSd,Stone,16.0,Gd,TA,PConc,Ex,Av,ALQ,1274,256,1530,Ex,1530,0,1530,1,2,0,3,Gd,7,1,Attchd,2005.0,Fin,2,430,168,36,6,2009,WD,Normal,260000
1364,60,RL,73.0,8499,IR1,Inside,Gilbert,1Fam,2Story,6,5,2006,2007,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,No,Unf,0,616,616,Ex,616,796,1412,0,2,1,3,Gd,6,1,BuiltIn,2007.0,Fin,2,432,0,36,3,2007,New,Partial,156932
1365,160,FV,30.0,3180,Reg,Inside,Somerst,TwnhsE,2Story,7,5,2005,2005,Gable,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,No,Unf,0,600,600,Ex,520,600,1200,0,2,1,2,Gd,4,0,Detchd,2005.0,RFn,2,480,0,166,4,2006,WD,Abnorml,144152
1367,60,RL,68.0,9179,IR1,Inside,CollgCr,1Fam,2Story,7,5,1999,1999,Gable,VinylSd,VinylSd,BrkFace,158.0,Gd,TA,PConc,Gd,No,GLQ,633,240,873,Ex,882,908,1790,1,2,1,3,Gd,7,0,Attchd,1999.0,RFn,2,588,0,88,6,2008,WD,Abnorml,193000
1368,160,RM,41.0,2665,Reg,Inside,MeadowV,TwnhsE,2Story,5,6,1977,1977,Gable,CemntBd,CmentBd,None,0.0,TA,TA,PConc,TA,No,ALQ,548,36,757,Ex,925,550,1475,0,2,0,4,TA,6,1,Attchd,1977.0,RFn,1,336,104,26,7,2006,WD,Normal,127000
1370,20,RL,48.0,10635,IR2,FR2,CollgCr,1Fam,1Story,8,5,2003,2003,Hip,VinylSd,VinylSd,BrkFace,171.0,Gd,TA,PConc,Gd,Av,BLQ,370,315,1657,Ex,1668,0,1668,1,2,0,3,Gd,8,1,Attchd,2003.0,Fin,2,502,0,262,5,2010,WD,Normal,232000
1371,50,RL,90.0,5400,Reg,Corner,OldTown,1Fam,1.5Fin,4,6,1920,1950,Gable,CBlock,CBlock,None,0.0,Fa,TA,PConc,TA,No,ALQ,315,420,840,Ex,840,534,1374,0,1,0,2,TA,6,0,Detchd,1967.0,Fin,1,338,0,0,10,2009,WD,Normal,105000
1372,80,RL,80.0,9600,Reg,Inside,NAmes,1Fam,SLvl,6,6,1955,1996,Hip,AsbShng,AsbShng,None,0.0,TA,TA,CBlock,TA,Av,BLQ,831,161,992,Gd,1661,0,1661,1,1,0,3,Gd,8,1,BuiltIn,1955.0,RFn,1,377,0,28,10,2008,WD,Normal,165500
1373,60,RL,75.0,9750,Reg,Corner,CollgCr,1Fam,2Story,7,6,1998,1998,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,Av,GLQ,975,133,1108,Ex,1108,989,2097,1,2,1,3,Gd,8,1,Detchd,1998.0,RFn,2,583,253,170,6,2006,WD,Normal,274300
1375,60,FV,85.0,10625,Reg,Inside,Somerst,1Fam,2Story,7,5,2005,2005,Gable,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,No,Unf,0,1026,1026,Ex,1026,932,1958,0,2,1,3,Gd,9,1,Attchd,2005.0,Fin,3,936,154,210,7,2008,WD,Normal,250000
1376,20,RL,89.0,10991,IR1,Inside,Timber,1Fam,1Story,8,5,2007,2007,Gable,VinylSd,VinylSd,BrkFace,80.0,Gd,TA,PConc,Gd,Gd,Unf,0,1571,1571,Ex,1571,0,1571,0,2,0,3,Gd,7,1,Attchd,2007.0,Fin,3,722,100,36,12,2007,New,Partial,239000
1377,30,RL,52.0,6292,Reg,Inside,SWISU,1Fam,1Story,6,5,1930,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Gd,Mn,Rec,384,384,768,TA,790,0,790,0,1,0,2,TA,4,0,Detchd,1925.0,Unf,1,160,0,141,4,2008,WD,Normal,91000
1378,50,RL,60.0,10998,Reg,Inside,Edwards,1Fam,1.5Fin,5,5,1941,1960,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,No,LwQ,408,156,984,Ex,984,620,1604,0,2,0,3,TA,6,0,Detchd,1977.0,Unf,2,660,0,68,7,2009,WD,Normal,117000
1379,160,RM,21.0,1953,Reg,Inside,BrDale,Twnhs,2Story,6,5,1973,1973,Gable,HdBoard,HdBoard,BrkFace,408.0,TA,TA,CBlock,TA,No,BLQ,309,174,483,TA,483,504,987,0,1,1,2,TA,5,0,Detchd,1973.0,Unf,1,264,72,0,6,2006,WD,Normal,83000
1380,80,RL,73.0,9735,Reg,Inside,Timber,1Fam,SLvl,5,5,2006,2007,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,No,Unf,0,384,384,Gd,754,640,1394,0,2,1,3,Gd,7,0,BuiltIn,2007.0,Fin,2,400,100,0,5,2008,WD,Normal,167500
1381,30,RL,45.0,8212,Reg,Inside,Edwards,1Fam,1Story,3,3,1914,1950,Gable,Stucco,Stucco,None,0.0,TA,Fa,BrkTil,TA,No,Rec,203,661,864,TA,864,0,864,1,1,0,2,TA,5,0,Detchd,1938.0,Unf,1,200,0,0,6,2010,WD,Normal,58500
1383,70,RM,60.0,7200,Reg,Corner,OldTown,1Fam,2Story,7,7,1920,1950,Hip,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Fa,No,Unf,0,596,596,Ex,998,764,1762,1,1,1,4,Gd,8,0,Detchd,1989.0,Unf,2,576,36,0,10,2006,WD,Normal,157000
1385,50,RL,60.0,9060,Reg,Inside,Edwards,1Fam,1.5Fin,6,5,1939,1950,Gable,WdShing,Wd Shng,None,0.0,TA,TA,BrkTil,TA,Mn,Rec,204,356,560,TA,698,560,1258,0,1,0,2,TA,6,0,Detchd,1939.0,Unf,1,280,0,0,10,2009,WD,Normal,105000
1386,50,RM,40.0,5436,Reg,Inside,IDOTRR,1Fam,1.5Fin,4,8,1922,2007,Gable,VinylSd,VinylSd,None,0.0,TA,Gd,BrkTil,TA,No,BLQ,735,61,796,Gd,796,358,1154,1,1,0,3,Gd,7,0,Detchd,1922.0,Unf,1,240,0,96,5,2010,WD,Normal,125500
1387,60,RL,80.0,16692,IR1,Inside,NWAmes,1Fam,2Story,7,5,1978,1978,Gable,Plywood,Plywood,BrkFace,184.0,TA,TA,CBlock,Gd,No,BLQ,790,133,1392,TA,1392,1392,2784,1,3,1,5,Gd,12,2,Attchd,1978.0,RFn,2,564,0,112,7,2006,WD,Normal,250000
1388,50,RM,60.0,8520,Reg,Inside,OldTown,1Fam,1.5Fin,6,7,1916,1950,Gable,Stucco,Stucco,None,0.0,TA,Gd,BrkTil,TA,No,Rec,168,0,714,TA,1664,862,2526,0,2,0,5,Gd,10,1,Detchd,1916.0,Unf,1,216,88,15,8,2007,CWD,Family,136000
1389,20,RL,42.0,14892,IR1,CulDSac,Gilbert,1Fam,1Story,9,5,2006,2007,Gable,VinylSd,VinylSd,Stone,160.0,Ex,TA,PConc,Ex,Gd,GLQ,1320,426,1746,Ex,1746,0,1746,1,2,0,3,Ex,7,2,Attchd,2006.0,Fin,3,758,201,39,10,2009,WD,Normal,377500
1390,50,RM,60.0,6000,Reg,Inside,BrkSide,1Fam,1.5Fin,6,6,1941,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,BrkTil,TA,No,ALQ,375,360,735,Ex,869,349,1218,0,1,0,3,TA,6,1,Detchd,2003.0,Unf,2,440,0,0,3,2007,WD,Normal,131000
1391,20,RL,70.0,9100,Reg,Inside,CollgCr,1Fam,1Story,7,5,2000,2000,Gable,VinylSd,VinylSd,BrkFace,244.0,Gd,TA,PConc,Gd,Av,GLQ,1400,125,1525,Ex,1525,0,1525,1,2,0,3,Gd,6,0,Attchd,2000.0,RFn,2,541,219,36,9,2006,WD,Normal,235000
1392,90,RL,65.0,8944,Reg,Inside,NAmes,Duplex,1Story,5,5,1967,1967,Gable,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,No,Unf,0,1584,1584,TA,1584,0,1584,0,2,0,4,TA,8,0,Detchd,1967.0,Unf,3,792,0,152,4,2009,WD,Normal,124000
1393,85,RL,68.0,7838,Reg,Inside,NAmes,1Fam,SFoyer,5,5,1967,1967,Gable,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,Av,ALQ,769,95,864,TA,900,0,900,1,1,0,3,TA,6,1,Attchd,1967.0,RFn,1,288,175,144,12,2006,WD,Normal,123000
1394,190,RM,60.0,10800,Reg,Inside,OldTown,2fmCon,1.5Fin,6,7,1905,2000,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Fa,No,Unf,0,482,482,Ex,1221,691,1912,0,2,0,3,TA,7,1,Detchd,2003.0,Unf,2,672,0,25,4,2008,WD,Normal,163000
1395,120,RL,53.0,4045,Reg,Inside,Blmngtn,TwnhsE,1Story,7,5,2006,2006,Hip,VinylSd,VinylSd,BrkFace,45.0,Gd,TA,PConc,Gd,Av,GLQ,1070,286,1356,Ex,1500,0,1500,1,2,0,2,Gd,6,1,Attchd,2006.0,Fin,3,648,161,20,10,2006,New,Partial,246578
1396,60,RL,88.0,12665,IR1,Inside,Timber,1Fam,2Story,8,5,2005,2006,Hip,VinylSd,VinylSd,BrkFace,245.0,Gd,TA,PConc,Gd,Gd,Unf,0,1094,1094,Ex,1133,1349,2482,0,2,1,4,Gd,9,1,BuiltIn,2005.0,Fin,3,642,144,39,2,2007,WD,Normal,281213
1398,70,RM,51.0,6120,Reg,Inside,BrkSide,1Fam,2Story,5,8,1920,2004,Gable,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,Mn,Unf,0,939,939,Ex,939,574,1513,0,1,1,4,TA,8,0,Detchd,1933.0,Unf,1,180,24,0,5,2007,WD,Normal,137500
1399,50,RL,60.0,7200,Reg,Inside,NAmes,1Fam,1.5Fin,5,4,1950,1982,Gable,VinylSd,Wd Sdng,None,0.0,TA,TA,CBlock,TA,No,Rec,180,676,1208,Gd,1136,768,1904,1,1,1,3,TA,7,0,Attchd,1950.0,Unf,1,240,0,0,5,2009,WD,Normal,138000
1400,50,RL,51.0,6171,Reg,Inside,SWISU,1Fam,1.5Fin,6,6,1925,1990,Gable,WdShing,Wd Shng,None,0.0,TA,TA,BrkTil,TA,No,BLQ,264,712,976,Ex,1160,448,1608,0,2,1,3,Gd,7,1,Detchd,1925.0,Unf,1,216,147,16,10,2009,WD,Normal,137450
1401,50,RM,50.0,6000,Reg,Corner,BrkSide,1Fam,1.5Fin,6,7,1929,1950,Gable,WdShing,Wd Shng,None,0.0,TA,TA,BrkTil,TA,No,Unf,0,862,862,TA,950,208,1158,0,1,0,3,TA,5,1,BuiltIn,1929.0,RFn,1,208,0,0,7,2008,WD,Normal,120000
1402,60,RL,62.0,7415,IR1,Inside,Gilbert,1Fam,2Story,6,5,2004,2004,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,No,GLQ,759,80,839,Ex,864,729,1593,1,2,1,3,TA,8,1,Attchd,2004.0,Fin,2,398,100,75,4,2008,WD,Normal,193000
1403,20,RL,64.0,6762,Reg,Inside,CollgCr,1Fam,1Story,7,5,2006,2006,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Av,Unf,0,1286,1286,Ex,1294,0,1294,0,2,0,2,Gd,6,1,Attchd,2006.0,RFn,2,662,168,55,7,2006,New,Partial,193879
1404,20,RL,49.0,15256,IR1,CulDSac,Somerst,1Fam,1Story,8,5,2007,2007,Gable,VinylSd,VinylSd,Stone,84.0,Gd,TA,PConc,Gd,Gd,GLQ,929,556,1485,Ex,1464,0,1464,1,2,0,3,Gd,6,0,Attchd,2007.0,Unf,3,754,168,160,8,2007,WD,Normal,282922
1405,50,RL,60.0,10410,Reg,Corner,OldTown,1Fam,1.5Fin,3,4,1915,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,No,Unf,0,672,672,TA,694,520,1214,0,1,0,3,TA,6,0,Detchd,1998.0,Unf,3,936,216,0,1,2006,WD,Family,105000
1406,120,RM,44.0,3842,IR1,Inside,Crawfor,TwnhsE,1Story,8,5,2004,2005,Hip,CemntBd,CmentBd,Stone,174.0,Gd,TA,PConc,Ex,Gd,GLQ,1373,221,1594,Ex,1646,0,1646,1,2,0,2,Gd,5,1,Attchd,2004.0,Fin,2,482,128,53,1,2008,WD,Normal,275000
1407,85,RL,70.0,8445,Reg,Corner,CollgCr,1Fam,SFoyer,5,7,1972,2007,Gable,HdBoard,Wd Shng,None,0.0,TA,TA,CBlock,Gd,Av,GLQ,656,112,768,TA,768,0,768,1,1,0,2,TA,5,0,Detchd,1988.0,Unf,2,396,58,0,3,2009,WD,Normal,133000
1409,70,RM,60.0,7740,Reg,Inside,OldTown,1Fam,2Story,4,7,1910,1950,Gable,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Fa,No,Unf,0,622,622,Gd,741,622,1363,0,1,0,3,TA,6,0,Detchd,1966.0,Unf,2,528,0,0,6,2010,WD,Normal,125500
1410,60,RL,46.0,20544,IR1,CulDSac,NWAmes,1Fam,2Story,7,6,1986,1991,Gable,Plywood,Plywood,BrkFace,123.0,TA,Gd,CBlock,Gd,No,Unf,0,791,791,Gd,1236,857,2093,0,2,1,3,TA,7,1,Attchd,1986.0,Fin,2,542,364,63,11,2008,WD,Normal,215000
1411,60,RL,79.0,12420,Reg,Inside,CollgCr,1Fam,2Story,7,5,2001,2001,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,No,GLQ,666,278,944,Ex,944,896,1840,1,2,1,3,Gd,6,0,Attchd,2001.0,RFn,2,622,0,45,6,2009,WD,Normal,230000
1412,50,RL,80.0,9600,Reg,Inside,NAmes,1Fam,1.5Fin,6,8,1950,2005,Gable,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,No,BLQ,120,736,856,Ex,1112,556,1668,0,1,1,3,TA,6,0,Attchd,1950.0,Unf,1,271,0,0,9,2009,WD,Normal,140000
1414,20,RL,88.0,10994,IR1,Corner,SawyerW,1Fam,1Story,8,5,2005,2006,Gable,VinylSd,VinylSd,Stone,366.0,Gd,TA,PConc,Gd,No,GLQ,976,868,1844,Ex,1844,0,1844,1,2,0,2,Gd,7,1,Attchd,2005.0,Fin,2,620,165,44,9,2009,COD,Abnorml,257000
1415,50,RL,64.0,13053,Reg,Inside,BrkSide,1Fam,1.5Fin,6,7,1923,2000,Gambrel,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,No,Unf,0,833,833,Gd,1053,795,1848,0,1,1,4,Gd,8,1,Detchd,1922.0,Unf,2,370,0,0,6,2008,WD,Normal,207000
1416,120,RL,51.0,3635,Reg,Inside,Blmngtn,TwnhsE,1Story,7,5,2007,2007,Hip,VinylSd,VinylSd,BrkFace,130.0,Gd,TA,PConc,Gd,No,ALQ,988,398,1386,Ex,1569,0,1569,0,2,0,1,Gd,7,1,Attchd,2007.0,RFn,3,660,143,20,5,2009,WD,Normal,175900
1417,190,RM,60.0,11340,Reg,Inside,OldTown,2fmCon,2Story,4,6,1885,1950,Gable,VinylSd,AsbShng,None,0.0,TA,TA,PConc,TA,No,Unf,0,777,777,Gd,1246,1044,2290,0,2,0,4,TA,11,0,Detchd,1971.0,Unf,2,560,0,0,4,2010,WD,Normal,122500
1419,20,RL,71.0,9204,Reg,Inside,NAmes,1Fam,1Story,5,5,1963,1963,Gable,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,No,BLQ,25,247,1144,TA,1144,0,1144,1,1,1,3,TA,6,0,Detchd,1962.0,Unf,1,336,0,88,8,2008,COD,Normal,124000
1421,60,RL,90.0,11700,Reg,Corner,NWAmes,1Fam,2Story,6,6,1968,1968,Gable,HdBoard,HdBoard,BrkFace,420.0,TA,TA,CBlock,TA,No,ALQ,404,304,708,Gd,708,708,1416,0,2,1,3,TA,7,1,Attchd,1968.0,RFn,2,776,0,169,5,2006,WD,Normal,179900
1422,120,RL,53.0,4043,Reg,Inside,NPkVill,TwnhsE,1Story,6,5,1977,1977,Gable,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,No,ALQ,360,709,1069,TA,1069,0,1069,0,2,0,2,TA,4,1,Attchd,1977.0,RFn,2,440,0,55,7,2010,WD,Normal,127500
1423,120,RM,37.0,4435,Reg,Inside,CollgCr,TwnhsE,1Story,6,5,2003,2003,Gable,VinylSd,VinylSd,BrkFace,170.0,Gd,TA,PConc,Gd,Av,GLQ,686,162,848,Ex,848,0,848,1,1,0,1,Gd,3,0,Attchd,2003.0,Fin,2,420,140,0,3,2008,WD,Normal,136500
1426,20,RL,80.0,10721,IR1,Inside,NAmes,1Fam,1Story,6,6,1959,1959,Hip,HdBoard,HdBoard,Stone,243.0,Gd,TA,CBlock,TA,No,Unf,0,1252,1252,Ex,1252,0,1252,0,1,0,3,Gd,7,0,Detchd,1960.0,Unf,2,528,0,39,10,2008,WD,Normal,142000
1427,60,RL,81.0,10944,IR1,Inside,NoRidge,1Fam,2Story,7,5,1994,1994,Gable,VinylSd,VinylSd,BrkFace,448.0,Gd,TA,PConc,Gd,No,GLQ,1000,223,1223,Ex,1223,904,2127,1,2,1,3,Gd,5,2,Attchd,1994.0,RFn,2,525,171,132,8,2008,WD,Normal,271000
1428,50,RL,60.0,10930,Reg,Inside,NAmes,1Fam,1.5Fin,5,6,1945,1950,Gable,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,No,BLQ,580,333,913,TA,1048,510,1558,1,1,1,3,TA,6,1,Attchd,1962.0,Unf,1,288,0,0,4,2008,WD,Normal,140000
1429,30,RM,60.0,7200,Reg,Corner,OldTown,1Fam,1Story,5,7,1940,1992,Gable,MetalSd,MetalSd,Stone,294.0,TA,Gd,CBlock,TA,No,BLQ,510,278,788,TA,804,0,804,1,1,0,2,Gd,4,2,Attchd,1940.0,Unf,1,240,0,0,2,2010,WD,Abnorml,119000
1431,60,RL,60.0,21930,IR3,Inside,Gilbert,1Fam,2Story,5,5,2005,2005,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Av,Unf,0,732,732,Ex,734,1104,1838,0,2,1,4,TA,7,1,BuiltIn,2005.0,Fin,2,372,100,40,7,2006,WD,Normal,192140
1433,30,RL,60.0,10800,Reg,Inside,OldTown,1Fam,1Story,4,6,1927,2007,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,No,Unf,0,656,656,TA,968,0,968,0,2,0,4,TA,5,0,Detchd,1928.0,Unf,1,216,0,0,8,2007,WD,Normal,64500
1434,60,RL,93.0,10261,IR1,Inside,Gilbert,1Fam,2Story,6,5,2000,2000,Gable,VinylSd,VinylSd,BrkFace,318.0,TA,TA,PConc,Gd,No,Unf,0,936,936,Ex,962,830,1792,1,2,1,3,TA,8,1,Attchd,2000.0,Fin,2,451,0,0,5,2008,WD,Normal,186500
1435,20,RL,80.0,17400,Reg,Inside,Mitchel,1Fam,1Story,5,5,1977,1977,Gable,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,No,ALQ,936,190,1126,Fa,1126,0,1126,1,2,0,3,TA,5,1,Attchd,1977.0,RFn,2,484,295,41,5,2006,WD,Normal,160000
1436,20,RL,80.0,8400,Reg,Inside,NAmes,1Fam,1Story,6,9,1962,2005,Gable,Wd Sdng,Wd Sdng,BrkFace,237.0,Gd,Gd,CBlock,TA,No,Unf,0,1319,1319,TA,1537,0,1537,1,1,1,3,Gd,7,1,Attchd,1962.0,RFn,2,462,0,36,7,2008,COD,Abnorml,174000
1437,20,RL,60.0,9000,Reg,FR2,NAmes,1Fam,1Story,4,6,1971,1971,Gable,HdBoard,HdBoard,None,0.0,TA,TA,PConc,TA,No,ALQ,616,248,864,TA,864,0,864,0,1,0,3,TA,5,0,Detchd,1974.0,Unf,2,528,0,0,5,2007,WD,Normal,120500
1438,20,RL,96.0,12444,Reg,FR2,NridgHt,1Fam,1Story,8,5,2008,2008,Hip,VinylSd,VinylSd,Stone,426.0,Ex,TA,PConc,Ex,Av,GLQ,1336,596,1932,Ex,1932,0,1932,1,2,0,2,Ex,7,1,Attchd,2008.0,Fin,3,774,0,66,11,2008,New,Partial,394617
1439,20,RM,90.0,7407,Reg,Inside,OldTown,1Fam,1Story,6,7,1957,1996,Gable,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,No,GLQ,600,312,912,TA,1236,0,1236,1,1,0,2,TA,6,0,Attchd,1957.0,Unf,2,923,0,158,4,2010,WD,Normal,149700
